"result_ID","race_ID","driver_ID","constructor_ID","number","grid","position","position_Text","points","laps","time","milliseconds","fastest_Lap","rank","fastest_Lap_Time","fastest_Lap_Speed","fastest_Lap_Speed_Units","status_ID"
18169,716,762,117,6,19,20,"R",0,7,NA,NA,7,17,"01:33:00.527",208.508,"kph",5
18170,717,703,7,1,2,1,"1",10,62,"01:26:19.670",5179670,10,1,"01:20:00.411",220.85,"kph",1
18171,717,760,188,9,1,2,"2",8,62,"01:26:29.372",5189372,28,2,"01:21:00.201",218.701,"kph",1
18172,717,765,143,3,3,3,"3",6,62,"01:26:41.287",5201287,27,6,"01:21:00.870",216.914,"kph",1
18173,717,763,153,8,6,4,"4",5,62,"01:26:43.324",5203324,59,3,"01:21:00.650",217.499,"kph",1
18174,717,749,153,7,9,5,"5",4,62,"01:26:55.886",5215886,11,4,"01:21:00.666",217.456,"kph",1
18175,717,718,7,2,4,6,"6",3,62,"01:26:56.353",5216353,31,7,"01:21:00.873",216.906,"kph",1
18176,717,747,143,4,5,7,"7",2,62,"01:27:15.400",5235400,30,5,"01:21:00.689",217.395,"kph",1
18177,717,762,117,6,20,8,"8",1,61,NA,NA,39,9,"01:22:00.500",215.258,"kph",11
18178,717,743,182,11,18,9,"9",0,61,NA,NA,60,10,"01:22:00.654",214.857,"kph",11
18179,717,769,182,12,12,10,"10",0,61,NA,NA,36,12,"01:22:00.895",214.232,"kph",11
18180,717,729,190,17,13,11,"11",0,61,NA,NA,59,11,"01:22:00.861",214.32,"kph",11
18181,717,734,117,5,11,12,"12",0,61,NA,NA,42,14,"01:22:00.951",214.087,"kph",11
18182,717,771,189,14,8,13,"13",0,61,NA,NA,55,13,"01:22:00.931",214.139,"kph",11
18183,717,781,189,15,14,14,"14",0,60,NA,NA,27,17,"01:23:00.647",212.306,"kph",12
18184,717,777,165,21,19,15,"15",0,58,NA,NA,58,19,"01:26:00.075",206.317,"kph",14
18185,717,770,188,10,7,16,"16",0,56,NA,NA,44,8,"01:21:00.929",216.758,"kph",5
18186,717,761,179,18,16,17,"R",0,48,NA,NA,44,16,"01:23:00.381",212.983,"kph",30
18187,717,775,190,16,10,18,"R",0,32,NA,NA,25,15,"01:23:00.108",213.683,"kph",3
18188,717,779,165,20,17,19,"R",0,22,NA,NA,11,20,"01:26:00.857",204.46,"kph",23
18189,717,782,179,19,15,20,"R",0,6,NA,NA,6,18,"01:25:00.457",207.809,"kph",9
18190,718,703,7,1,1,1,"1",10,66,"01:27:32.841",5252841,12,1,"01:17:00.450",215.07,"kph",1
18191,718,718,7,2,5,2,"2",8,66,"01:27:46.131",5266131,16,5,"01:17:00.887",213.863,"kph",1
18192,718,749,153,7,4,3,"3",6,66,"01:28:05.134",5285135,12,6,"01:18:00.178",213.067,"kph",1
18193,718,763,153,8,8,4,"4",5,66,"01:28:05.793",5285793,27,3,"01:17:00.556",214.776,"kph",1
18194,718,770,188,10,3,5,"5",4,66,"01:28:15.168",5295168,47,4,"01:17:00.678",214.439,"kph",1
18195,718,747,143,4,6,6,"6",3,66,"01:28:46.645",5326645,27,8,"01:18:00.548",212.063,"kph",1
18196,718,743,182,11,12,7,"7",2,66,"01:28:49.949",5329949,37,13,"01:19:00.062",210.685,"kph",1
18197,718,760,188,9,14,8,"8",1,65,NA,NA,46,2,"01:17:00.495",214.945,"kph",11
18198,718,769,182,12,17,9,"9",0,65,NA,NA,43,10,"01:18:00.819",211.334,"kph",11
18199,718,734,117,5,10,10,"10",0,65,NA,NA,38,16,"01:19:00.175",210.384,"kph",11
18200,718,762,117,6,13,11,"11",0,65,NA,NA,48,11,"01:18:00.842",211.273,"kph",11
18201,718,771,189,14,9,12,"12",0,65,NA,NA,11,9,"01:18:00.617",211.877,"kph",11
18202,718,775,190,16,11,13,"13",0,65,NA,NA,29,14,"01:19:00.112",210.552,"kph",11
18203,718,782,179,19,19,14,"R",0,51,NA,NA,27,18,"01:19:00.896",208.486,"kph",38
18204,718,765,143,3,2,15,"R",0,46,NA,NA,28,7,"01:18:00.262",212.838,"kph",23
18205,718,781,189,15,16,16,"R",0,43,NA,NA,18,15,"01:19:00.142",210.472,"kph",37
18206,718,729,190,17,7,17,"R",0,33,NA,NA,10,17,"01:19:00.199",210.32,"kph",9
18207,718,761,179,18,15,18,"R",0,33,NA,NA,25,12,"01:18:00.971",210.928,"kph",9
18208,718,779,165,20,18,19,"R",0,31,NA,NA,3,19,"01:22:00.323",202.339,"kph",20
18209,718,777,165,21,20,20,"R",0,17,NA,NA,8,20,"01:23:00.390",199.75,"kph",20
18210,719,749,153,7,1,1,"1",10,77,"01:45:46.601",6346601,22,2,"01:14:00.870",160.598,"kph",1
18211,719,760,188,9,2,2,"2",8,77,"01:45:47.098",6347098,40,3,"01:15:00.220",159.851,"kph",1
18212,719,718,7,2,6,3,"3",6,77,"01:47:02.366",6422367,16,6,"01:15:00.763",158.705,"kph",1
18213,719,765,143,3,9,4,"4",5,76,NA,NA,41,5,"01:15:00.395",159.48,"kph",11
18214,719,769,182,12,16,5,"5",4,76,NA,NA,23,10,"01:17:00.151",155.85,"kph",11
18215,719,775,190,16,15,6,"6",3,76,NA,NA,22,8,"01:16:00.232",157.729,"kph",11
18216,719,761,179,18,17,7,"7",2,75,NA,NA,35,13,"01:18:00.262",153.637,"kph",12
18217,719,729,190,17,13,8,"8",1,74,NA,NA,57,9,"01:16:00.494",157.188,"kph",13
18218,719,777,165,21,19,9,"9",0,71,NA,NA,2,19,"01:21:00.886",146.838,"kph",16
18219,719,747,143,4,12,10,"10",0,69,NA,NA,18,12,"01:17:00.588",154.972,"kph",6
18220,719,703,7,1,4,11,"R",0,45,NA,NA,23,1,"01:14:00.439",161.528,"kph",4
18221,719,763,153,8,3,12,"R",0,41,NA,NA,23,4,"01:15:00.226",159.838,"kph",3
18222,719,762,117,6,5,13,"R",0,27,NA,NA,15,7,"01:16:00.203",157.789,"kph",61
18223,719,779,165,20,20,14,"R",0,15,NA,NA,10,18,"01:21:00.592",147.367,"kph",6
18224,719,782,179,19,18,15,"R",0,12,NA,NA,10,14,"01:19:00.415",151.407,"kph",7
18225,719,771,189,14,11,16,"R",0,11,NA,NA,11,11,"01:17:00.466",155.216,"kph",6
18226,719,770,188,10,7,17,"R",0,2,NA,NA,2,17,"01:21:00.368",147.773,"kph",5
18227,719,734,117,5,8,18,"R",0,2,NA,NA,2,15,"01:20:00.560",149.255,"kph",4
18228,719,743,182,11,10,19,"R",0,2,NA,NA,2,16,"01:20:00.804",148.804,"kph",4
18229,719,781,189,15,14,20,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
18230,720,703,7,1,1,1,"1",10,60,"01:32:35.101",5555101,7,1,"01:29:00.468",207.144,"kph",1
18231,720,718,7,2,7,2,"2",8,60,"01:32:53.090",5573090,14,3,"01:30:00.101",205.689,"kph",1
18232,720,760,188,9,5,3,"3",6,60,"01:32:57.634",5577634,13,4,"01:30:00.457",204.879,"kph",1
18233,720,749,153,7,3,4,"4",5,60,"01:33:28.774",5608774,30,6,"01:31:00.131",203.364,"kph",1
18234,720,763,153,8,6,5,"5",4,60,"01:33:36.088",5616088,29,5,"01:31:00.065",203.511,"kph",1
18235,720,743,182,11,19,6,"6",3,60,"01:33:48.549",5628549,23,7,"01:31:00.413",202.737,"kph",1
18236,720,771,189,14,14,7,"7",2,60,"01:33:51.307",5631307,37,10,"01:31:00.893",201.678,"kph",1
18237,720,765,143,3,8,8,"8",1,59,NA,NA,43,8,"01:31:00.424",202.712,"kph",11
18238,720,769,182,12,16,9,"9",0,59,NA,NA,37,14,"01:32:00.729",199.859,"kph",11
18239,720,761,179,18,13,10,"10",0,59,NA,NA,55,11,"01:32:00.121",201.178,"kph",11
18240,720,729,190,17,10,11,"11",0,59,NA,NA,12,13,"01:32:00.506",200.341,"kph",11
18241,720,781,189,15,12,12,"12",0,59,NA,NA,14,16,"01:32:00.804",199.698,"kph",11
18242,720,782,179,19,15,13,"13",0,58,NA,NA,27,15,"01:32:00.772",199.767,"kph",12
18243,720,779,165,20,20,14,"14",0,57,NA,NA,7,18,"01:35:00.555",193.949,"kph",13
18244,720,777,165,21,17,15,"15",0,57,NA,NA,46,17,"01:34:00.666",195.77,"kph",13
18245,720,770,188,10,2,16,"R",0,47,NA,NA,11,2,"01:30:00.004",205.91,"kph",5
18246,720,734,117,5,18,17,"R",0,25,NA,NA,14,12,"01:32:00.337",200.708,"kph",5
18247,720,762,117,6,4,18,"R",0,9,NA,NA,2,9,"01:31:00.670",202.168,"kph",5
18248,720,747,143,4,9,19,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18249,720,775,190,16,11,20,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18250,721,703,7,1,6,1,"1",10,70,"01:28:24.803",5304803,18,2,"01:13:00.630",213.222,"kph",1
18251,721,718,7,2,7,2,"2",8,70,"01:28:29.911",5309911,68,1,"01:13:00.622",213.246,"kph",1
18252,721,760,188,9,2,3,"3",6,70,"01:28:45.212",5325212,68,5,"01:14:00.246",211.453,"kph",1
18253,721,743,182,11,11,4,"4",5,69,NA,NA,47,9,"01:15:00.078",209.11,"kph",11
18254,721,762,117,6,8,5,"5",4,69,NA,NA,44,7,"01:14:00.752",210.022,"kph",11
18255,721,734,117,5,9,6,"6",3,69,NA,NA,55,10,"01:15:00.478",208.002,"kph",11
18256,721,780,179,19,16,7,"7",2,68,NA,NA,42,16,"01:16:00.300",205.761,"kph",12
18257,721,761,179,18,15,8,"8",1,68,NA,NA,18,14,"01:15:00.890",206.873,"kph",12
18258,721,781,189,15,10,9,"9",0,67,NA,NA,45,13,"01:15:00.731",207.307,"kph",13
18259,721,777,165,21,18,10,"10",0,66,NA,NA,64,18,"01:17:00.516",202.533,"kph",14
18260,721,769,182,12,17,11,"R",0,62,NA,NA,25,11,"01:15:00.560",207.776,"kph",3
18261,721,770,188,10,20,12,"R",0,48,NA,NA,25,8,"01:15:00.076",209.116,"kph",5
18262,721,763,153,8,5,13,"R",0,44,NA,NA,41,4,"01:14:00.179",211.644,"kph",30
18263,721,779,165,20,19,14,"R",0,30,NA,NA,25,19,"01:18:00.025",201.212,"kph",6
18264,721,771,189,14,14,15,"R",0,6,NA,NA,6,17,"01:16:00.739",204.584,"kph",22
18265,721,749,153,7,3,16,"R",0,0,NA,NA,NA,NA,NA,NA,NA,7
18266,721,747,143,4,1,17,"D",0,70,NA,NA,70,3,"01:14:00.040",212.042,"kph",2
18267,721,765,143,3,4,18,"D",0,70,NA,NA,69,6,"01:14:00.295",211.314,"kph",2
18268,721,775,190,16,12,19,"D",0,69,NA,NA,39,12,"01:15:00.652",207.523,"kph",2
18269,721,729,190,17,13,20,"D",0,69,NA,NA,23,15,"01:16:00.045",206.451,"kph",2
18270,722,703,7,1,2,1,"1",10,73,"01:40:29.914",6029914,8,2,"01:10:00.412",214.327,"kph",1
18271,722,718,7,2,1,2,"2",8,73,"01:40:32.864",6032864,7,1,"01:10:00.399",214.366,"kph",1
18272,722,770,188,10,3,3,"3",6,73,"01:40:51.950",6051950,47,3,"01:10:00.727",213.372,"kph",1
18273,722,749,153,7,20,4,"4",5,73,"01:41:04.457",6064458,45,6,"01:11:00.187",211.993,"kph",1
18274,722,729,190,17,8,5,"5",4,73,"01:41:07.448",6067448,46,4,"01:10:00.933",212.752,"kph",1
18275,722,762,117,6,7,6,"6",3,72,NA,NA,59,8,"01:11:00.248",211.812,"kph",11
18276,722,734,117,5,12,7,"7",2,72,NA,NA,44,13,"01:12:00.155",209.149,"kph",11
18277,722,777,165,21,19,8,"8",1,70,NA,NA,39,16,"01:14:00.097",203.668,"kph",13
18278,722,743,182,11,14,9,"9",0,65,NA,NA,44,11,"01:12:00.129",209.225,"kph",18
18279,722,771,189,14,10,10,"R",0,60,NA,NA,46,12,"01:12:00.140",209.193,"kph",5
18280,722,765,143,3,5,11,"D",0,57,NA,NA,37,9,"01:11:00.255",211.791,"kph",2
18281,722,761,179,18,16,12,"R",0,40,NA,NA,37,15,"01:13:00.095",206.46,"kph",5
18282,722,760,188,9,4,13,"R",0,26,NA,NA,22,5,"01:11:00.025",212.477,"kph",6
18283,722,775,190,16,11,14,"R",0,17,NA,NA,8,14,"01:12:00.872",207.091,"kph",6
18284,722,747,143,4,6,15,"R",0,9,NA,NA,8,10,"01:11:00.982",209.652,"kph",27
18285,722,763,153,8,9,16,"R",0,8,NA,NA,8,7,"01:11:00.236",211.847,"kph",27
18286,722,781,189,15,13,17,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18287,722,769,182,12,15,18,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18288,722,782,179,19,17,19,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18289,722,779,165,20,18,20,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18290,723,703,7,1,2,1,"1",10,70,"01:30:18.133",5418133,32,1,"01:15:00.377",210.669,"kph",1
18291,723,763,153,8,1,2,"2",8,70,"01:30:26.462",5426462,34,2,"01:15:00.551",210.183,"kph",1
18292,723,718,7,2,10,3,"3",6,70,"01:30:49.754",5449755,50,6,"01:16:00.035",208.845,"kph",1
18293,723,749,153,7,5,4,"4",5,70,"01:30:50.215",5450215,15,9,"01:16:00.248",208.262,"kph",1
18294,723,760,188,9,4,5,"5",4,70,"01:30:50.614",5450615,50,5,"01:15:00.971",209.021,"kph",1
18295,723,734,117,5,3,6,"6",3,70,"01:30:53.653",5453653,11,10,"01:16:00.303",208.112,"kph",1
18296,723,762,117,6,9,7,"7",2,70,"01:30:54.363",5454363,30,3,"01:15:00.791",209.518,"kph",1
18297,723,765,143,3,6,8,"8",1,70,"01:31:01.551",5461552,48,8,"01:16:00.140",208.557,"kph",1
18298,723,771,189,14,12,9,"9",0,70,"01:31:10.527",5470527,53,4,"01:15:00.956",209.063,"kph",1
18299,723,755,143,4,8,10,"10",0,70,"01:31:16.298",5476299,56,7,"01:16:00.070",208.749,"kph",1
18300,723,781,189,15,13,11,"11",0,69,NA,NA,37,13,"01:16:00.852",206.625,"kph",11
18301,723,743,182,11,15,12,"12",0,69,NA,NA,22,11,"01:16:00.699",207.037,"kph",11
18302,723,769,182,12,16,13,"13",0,69,NA,NA,23,16,"01:17:00.388",205.194,"kph",11
18303,723,775,190,16,11,14,"14",0,69,NA,NA,49,14,"01:16:00.937",206.397,"kph",11
18304,723,729,190,17,14,15,"15",0,68,NA,NA,53,15,"01:17:00.069",206.043,"kph",12
18305,723,761,179,18,17,16,"16",0,68,NA,NA,26,18,"01:18:00.627",201.961,"kph",12
18306,723,782,179,19,18,17,"17",0,67,NA,NA,15,17,"01:17:00.641",204.525,"kph",13
18307,723,779,165,20,19,18,"18",0,66,NA,NA,52,19,"01:18:00.932",201.18,"kph",14
18308,723,777,165,21,20,19,"R",0,31,NA,NA,13,20,"01:19:00.659",199.344,"kph",20
18309,723,770,188,10,7,20,"R",0,15,NA,NA,14,12,"01:16:00.809",206.741,"kph",5
18310,724,703,7,1,4,1,"1",10,60,"01:24:42.700",5082700,14,1,"01:18:00.739",235.049,"kph",1
18311,724,762,117,6,1,2,"2",8,60,"01:24:44.830",5084830,10,4,"01:19:00.554",232.641,"kph",1
18312,724,718,7,2,2,3,"3",6,60,"01:24:45.814",5085814,8,2,"01:19:00.296",233.398,"kph",1
18313,724,760,188,9,3,4,"4",5,60,"01:24:53.383",5093383,10,3,"01:19:00.488",232.835,"kph",1
18314,724,765,143,3,7,5,"5",4,60,"01:24:54.873",5094873,26,6,"01:19:00.968",231.437,"kph",1
18315,724,743,182,11,20,6,"6",3,60,"01:24:55.588",5095588,22,5,"01:19:00.813",231.887,"kph",1
18316,724,734,117,5,6,7,"7",2,60,"01:25:02.368",5102368,25,10,"01:20:00.547",229.773,"kph",1
18317,724,771,189,14,9,8,"8",1,60,"01:25:06.401",5106401,11,12,"01:20:00.768",229.145,"kph",1
18318,724,769,182,12,10,9,"9",0,60,"01:25:06.722",5106723,58,9,"01:20:00.484",229.953,"kph",1
18319,724,763,153,8,16,10,"10",0,60,"01:25:07.534",5107535,39,8,"01:20:00.442",230.073,"kph",1
18320,724,770,188,10,8,11,"11",0,60,"01:25:16.436",5116436,12,14,"01:20:00.790",229.082,"kph",1
18321,724,755,143,4,11,12,"12",0,60,"01:25:17.003",5117003,58,7,"01:20:00.434",230.096,"kph",1
18322,724,775,190,16,12,13,"13",0,59,NA,NA,35,13,"01:20:00.768",229.145,"kph",11
18323,724,781,189,15,13,14,"14",0,59,NA,NA,10,15,"01:20:00.956",228.613,"kph",11
18324,724,761,179,18,15,15,"15",0,59,NA,NA,17,16,"01:21:00.720",226.475,"kph",11
18325,724,779,165,20,18,16,"16",0,56,NA,NA,33,19,"01:24:00.296",219.554,"kph",14
18326,724,782,179,19,14,17,"R",0,47,NA,NA,13,17,"01:22:00.146",225.301,"kph",20
18327,724,749,153,7,5,18,"R",0,39,NA,NA,34,11,"01:20:00.655",229.466,"kph",3
18328,724,777,165,21,19,19,"R",0,29,NA,NA,12,20,"01:24:00.317",219.5,"kph",5
18329,724,729,190,17,17,20,"R",0,16,NA,NA,4,18,"01:23:00.131",222.631,"kph",3
18330,725,703,7,1,1,1,"1",10,66,"01:23:54.848",5034848,5,2,"01:13:00.783",223.173,"kph",1
18331,725,760,188,9,13,2,"2",8,66,"01:24:03.235",5043236,11,3,"01:14:00.117",222.167,"kph",1
18332,725,763,153,8,5,3,"3",6,66,"01:24:11.198",5051199,8,5,"01:14:00.265",221.724,"kph",1
18333,725,734,117,5,4,4,"4",5,66,"01:24:14.079",5054079,8,8,"01:14:00.558",220.853,"kph",1
18334,725,765,143,3,2,5,"5",4,66,"01:24:17.902",5057903,10,7,"01:14:00.446",221.185,"kph",1
18335,725,771,189,14,11,6,"6",3,66,"01:24:35.955",5075956,65,11,"01:14:00.883",219.895,"kph",1
18336,725,776,143,4,10,7,"7",2,66,"01:24:36.804",5076804,65,10,"01:14:00.586",220.77,"kph",1
18337,725,770,188,10,8,8,"8",1,66,"01:24:41.690",5081690,29,9,"01:14:00.585",220.773,"kph",1
18338,725,743,182,11,14,9,"9",0,66,"01:25:01.950",5101950,39,15,"01:15:00.635",217.708,"kph",1
18339,725,781,189,15,12,10,"10",0,66,"01:25:03.426",5103426,33,13,"01:15:00.045",219.42,"kph",1
18340,725,749,153,7,6,11,"11",0,66,"01:25:05.105",5105106,9,6,"01:14:00.386",221.364,"kph",1
18341,725,718,7,2,7,12,"12",0,66,"01:25:08.099",5108100,59,12,"01:14:00.963",219.66,"kph",1
18342,725,769,182,12,16,13,"13",0,65,NA,NA,61,17,"01:16:00.248",215.958,"kph",11
18343,725,729,190,17,9,14,"14",0,65,NA,NA,59,4,"01:14:00.247",221.778,"kph",11
18344,725,782,179,19,17,15,"15",0,63,NA,NA,63,16,"01:16:00.058",216.497,"kph",13
18345,725,777,165,21,20,16,"16",0,62,NA,NA,18,20,"01:18:00.760",209.07,"kph",14
18346,725,779,165,20,19,17,"17",0,62,NA,NA,52,19,"01:18:00.372",210.105,"kph",14
18347,725,761,179,18,18,18,"R",0,42,NA,NA,20,18,"01:16:00.903",214.119,"kph",62
18348,725,775,190,16,15,19,"R",0,38,NA,NA,20,14,"01:15:00.145",219.128,"kph",29
18349,725,762,117,6,3,20,"R",0,13,NA,NA,10,1,"01:13:00.780",223.182,"kph",63
18350,726,703,7,1,1,1,"1",10,70,"01:35:26.131",5726131,29,1,"01:19:00.071",199.461,"kph",1
18351,726,718,7,2,2,2,"2",8,70,"01:35:30.827",5730827,29,2,"01:19:00.213",199.103,"kph",1
18352,726,763,153,8,5,3,"3",6,70,"01:36:10.729",5770730,49,3,"01:20:00.275",196.469,"kph",1
18353,726,765,143,3,7,4,"4",5,70,"01:36:28.744",5788744,49,7,"01:20:00.715",195.398,"kph",1
18354,726,760,188,9,4,5,"5",4,70,"01:36:33.570",5793570,47,4,"01:20:00.425",196.103,"kph",1
18355,726,770,188,10,3,6,"6",3,69,NA,NA,10,10,"01:21:00.030",194.639,"kph",11
18356,726,776,143,4,6,7,"7",2,69,NA,NA,48,5,"01:20:00.501",195.918,"kph",11
18357,726,743,182,11,8,8,"8",1,69,NA,NA,53,9,"01:21:00.022",194.658,"kph",11
18358,726,734,117,5,12,9,"9",0,69,NA,NA,67,11,"01:21:00.134",194.389,"kph",11
18359,726,771,189,14,11,10,"10",0,69,NA,NA,45,8,"01:20:00.825",195.132,"kph",11
18360,726,729,190,17,13,11,"11",0,69,NA,NA,50,12,"01:21:00.310",193.968,"kph",11
18361,726,761,179,18,16,12,"12",0,68,NA,NA,68,13,"01:21:00.518",193.473,"kph",12
18362,726,781,189,15,14,13,"13",0,68,NA,NA,45,17,"01:22:00.530",191.101,"kph",12
18363,726,779,165,20,19,14,"14",0,66,NA,NA,65,19,"01:24:00.601",186.423,"kph",14
18364,726,777,165,21,18,15,"15",0,65,NA,NA,63,20,"01:24:00.855",185.865,"kph",15
18365,726,782,179,19,17,16,"R",0,48,NA,NA,43,18,"01:22:00.927",190.186,"kph",6
18366,726,749,153,7,9,17,"R",0,41,NA,NA,10,6,"01:20:00.705",195.422,"kph",5
18367,726,754,190,16,15,18,"R",0,31,NA,NA,13,16,"01:22:00.525",191.112,"kph",40
18368,726,769,182,12,20,19,"R",0,21,NA,NA,14,15,"01:21:00.856",192.674,"kph",23
18369,726,762,117,6,10,20,"R",0,13,NA,NA,6,14,"01:21:00.678",193.094,"kph",10
18370,727,762,117,6,10,1,"1",10,44,"01:32:35.274",5555274,42,1,"01:45:00.108",238.931,"kph",1
18371,727,703,7,1,2,2,"2",8,44,"01:32:38.406",5558406,28,2,"01:45:00.503",238.036,"kph",1
18372,727,718,7,2,6,3,"3",6,44,"01:32:39.645",5559645,43,3,"01:45:00.666",237.669,"kph",1
18373,727,769,182,12,8,4,"4",5,44,"01:32:47.778",5567778,29,13,"01:47:00.624",233.345,"kph",1
18374,727,743,182,11,5,5,"5",4,44,"01:32:49.378",5569378,11,9,"01:46:00.758",235.238,"kph",1
18375,727,781,189,15,13,6,"6",3,44,"01:32:49.888",5569888,11,11,"01:47:00.509",233.595,"kph",1
18376,727,734,117,5,4,7,"7",2,44,"01:32:53.244",5573244,11,7,"01:46:00.579",235.633,"kph",1
18377,727,729,190,17,9,8,"8",1,44,"01:32:53.967",5573967,29,14,"01:47:00.765",233.04,"kph",1
18378,727,749,153,7,1,9,"9",0,44,"01:32:57.388",5577389,9,5,"01:45:00.898",237.148,"kph",1
18379,727,754,190,16,20,10,"10",0,41,NA,NA,26,12,"01:47:00.576",233.449,"kph",5
18380,727,761,179,18,16,11,"11",0,40,NA,NA,40,15,"01:50:00.471",227.332,"kph",14
18381,727,765,143,3,11,12,"R",0,37,NA,NA,36,6,"01:46:00.547",235.704,"kph",27
18382,727,776,143,4,14,13,"R",0,31,NA,NA,26,8,"01:46:00.740",235.278,"kph",6
18383,727,760,188,9,12,14,"R",0,29,NA,NA,26,10,"01:47:00.151",234.375,"kph",4
18384,727,777,165,21,18,15,"R",0,28,NA,NA,25,16,"01:51:00.031",226.185,"kph",4
18385,727,763,153,8,3,16,"R",0,11,NA,NA,9,4,"01:45:00.870",237.211,"kph",5
18386,727,771,189,14,7,17,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18387,727,770,188,10,15,18,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18388,727,779,165,20,17,19,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18389,727,782,179,19,19,20,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18390,728,718,7,2,1,1,"1",10,53,"01:15:18.448",4518448,41,1,"01:21:00.046",257.32,"kph",1
18391,728,703,7,1,3,2,"2",8,53,"01:15:19.795",4519795,35,2,"01:21:00.361",256.324,"kph",1
18392,728,760,188,9,6,3,"3",6,53,"01:15:28.645",4528645,13,6,"01:22:00.671",252.262,"kph",1
18393,728,770,188,10,5,4,"4",5,53,"01:15:33.818",4533818,32,5,"01:22:00.660",252.296,"kph",1
18394,728,765,143,3,2,5,"5",4,53,"01:15:50.800",4550800,32,10,"01:22:00.929",251.477,"kph",1
18395,728,734,117,5,10,6,"6",3,53,"01:15:51.887",4551887,24,9,"01:22:00.889",251.599,"kph",1
18396,728,776,143,4,8,7,"7",2,53,"01:15:52.200",4552200,32,3,"01:22:00.246",253.566,"kph",1
18397,728,743,182,11,15,8,"8",1,53,"01:15:53.879",4553879,51,4,"01:22:00.615",252.433,"kph",1
18398,728,771,189,14,12,9,"9",0,53,"01:16:15.209",4575209,53,12,"01:23:00.090",250.99,"kph",1
18399,728,749,153,7,9,10,"10",0,53,"01:16:24.764",4584764,52,7,"01:22:00.855",251.702,"kph",1
18400,728,754,190,16,11,11,"11",0,53,"01:16:40.979",4600979,52,14,"01:23:00.410",250.027,"kph",1
18401,728,769,182,12,16,12,"12",0,52,NA,NA,50,11,"01:22:00.941",251.441,"kph",11
18402,728,781,189,15,14,13,"13",0,52,NA,NA,29,15,"01:23:00.432",249.961,"kph",11
18403,728,761,179,18,20,14,"14",0,52,NA,NA,23,17,"01:24:00.166",247.781,"kph",11
18404,728,777,165,21,19,15,"15",0,50,NA,NA,31,18,"01:26:00.356",241.497,"kph",13
18405,728,763,153,8,4,16,"R",0,40,NA,NA,31,8,"01:22:00.881",251.623,"kph",20
18406,728,782,179,19,17,17,"R",0,33,NA,NA,13,16,"01:24:00.061",248.091,"kph",3
18407,728,779,165,20,18,18,"R",0,29,NA,NA,24,19,"01:26:00.371",241.456,"kph",64
18408,728,762,117,6,7,19,"R",0,13,NA,NA,11,13,"01:23:00.365",250.162,"kph",5
18409,728,729,190,17,13,20,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
18410,729,718,7,2,1,1,"1",10,56,"01:29:12.420",5352420,28,2,"01:32:00.455",212.25,"kph",1
18411,729,760,188,9,3,2,"2",8,56,"01:29:13.455",5353455,33,4,"01:32:00.935",211.154,"kph",1
18412,729,762,117,6,2,3,"3",6,56,"01:29:13.889",5353889,53,3,"01:32:00.876",211.288,"kph",1
18413,729,763,153,8,6,4,"4",5,56,"01:29:44.930",5384930,55,10,"01:33:00.625",209.597,"kph",1
18414,729,765,143,3,10,5,"5",4,56,"01:29:57.613",5397613,34,5,"01:33:00.108",210.761,"kph",1
18415,729,770,188,10,18,6,"6",3,56,"01:30:07.210",5407211,36,8,"01:33:00.533",209.804,"kph",1
18416,729,743,182,11,7,7,"7",2,56,"01:30:17.874",5417874,25,7,"01:33:00.520",209.833,"kph",1
18417,729,769,182,12,4,8,"8",1,56,"01:30:32.500",5432500,43,6,"01:33:00.483",209.916,"kph",1
18418,729,734,117,5,9,9,"9",0,56,"01:30:33.039",5433039,26,11,"01:33:00.727",209.369,"kph",1
18419,729,771,189,14,11,10,"10",0,55,NA,NA,32,15,"01:34:00.893",206.797,"kph",11
18420,729,744,153,7,12,11,"11",0,55,NA,NA,55,17,"01:34:00.950",206.672,"kph",11
18421,729,703,7,1,20,12,"12",0,55,NA,NA,55,1,"01:32:00.238",212.749,"kph",11
18422,729,761,179,18,14,13,"13",0,55,NA,NA,55,14,"01:34:00.717",207.181,"kph",11
18423,729,729,190,17,8,14,"14",0,55,NA,NA,51,13,"01:34:00.603",207.431,"kph",11
18424,729,780,179,19,16,15,"15",0,55,NA,NA,54,16,"01:34:00.931",206.714,"kph",11
18425,729,777,165,21,19,16,"16",0,53,NA,NA,51,20,"01:37:00.578",201.106,"kph",13
18426,729,779,165,20,17,17,"R",0,38,NA,NA,23,19,"01:37:00.377",201.521,"kph",36
18427,729,747,143,4,5,18,"R",0,37,NA,NA,31,9,"01:33:00.546",209.774,"kph",4
18428,729,754,190,16,13,19,"R",0,35,NA,NA,24,12,"01:34:00.269",208.165,"kph",7
